OFFENSE_CODE,OFFENSE_CODE_GROUP,STREET
614,Violations,MOUNT VERNON ST
3001,Medical Assistance,COLUMBIA RD
617,Towed,DORCHESTER AVE
2610,Medical Assistance,CENTER PLZ
3301,Fire Related Reports,WALK HILL ST
3201,Vandalism,BLUE HILL AVE
617,Aggravated Assault,FULTON ST
3201,Auto Theft,HARRISON AVE
1106,Investigate Property,WASHINGTON ST
3802,Larceny,SAINT ALBANS RD
2670,Motor Vehicle Accident Response,HARRISON AVE
619,Investigate Person,RIVER ST
520,License Violation,PIER 4 BLVD
3831,Larceny,W BROADWAY
3201,Verbal Disputes,MASSACHUSETTS AVE
3207,Simple Assault,WASHINGTON ST
3114,Simple Assault,LEGENDS WAY
1831,Aggravated Assault,WOODROW AVE
3115,Investigate Person,CENTRE ST
3410,Property Lost,WORDSWORTH ST
3410,Investigate Property,TREMONT ST
3410,Landlord/Tenant Disputes,COLUMBIA RD
3502,License Violation,WEST ST
3115,Other,GIBSON ST
3001,Violations,CHITTICK RD
3301,Vandalism,WASHINGTON ST
801,Investigate Property,SOUTHAMPTON ST
3801,Larceny From Motor Vehicle,"N BEACON ST & MARKET ST
BRIGHTON  MA 02135
UNITED "
3114,Drug Violation,MARLBOROUGH ST
3831,Larceny,WASHINGTON ST
1831,Motor Vehicle Accident Response,WASHINGTON ST
3801,Vandalism,SPRING ST
3006,Drug Violation,RUTLAND ST
1109,Larceny From Motor Vehicle,GIBSON ST
801,Drug Violation,HARVARD AVE
3201,License Violation,HARRISON AVE
2670,Investigate Property,ALLERTON ST
3115,Other,CUMMINS HWY
3410,Investigate Property,RIVERVIEW RD
3115,Investigate Person,ROXBURY ST
3502,Other,BEACON ST
3831,Vandalism,GIBSON ST
3410,Verbal Disputes,EAST EIGHTH STREET
3201,Property Lost,SUDBURY ST
1402,Motor Vehicle Accident Response,WASHINGTON ST
3108,Verbal Disputes,HOLBORN PARK
3831,Medical Assistance,BLUE HILL AVE
1831,Property Found,OAKTON AVE
617,Larceny,WASHINGTON ST
1831,Motor Vehicle Accident Response,WILDWOOD ST
3205,Drug Violation,GIBSON ST
3831,Verbal Disputes,HICHBORN ST & HERRICK ST
614,Larceny,CUMMINS HWY
3410,Fraud,COLUMBUS AVE
3106,Medical Assistance,"BEACH ST & FREEPORT ST
DORCHESTER  MA 02122
UNITED"
3802,Harassment,MASSACHUSETTS AVE
3410,Verbal Disputes,"FRANKLIN PARK RD & BLUE HILL AVE
DORCHESTER  MA 02"
617,Investigate Person,DISTRICT AVE
614,Auto Theft,GIBSON ST
1001,Investigate Person,CENTRE ST
3201,Larceny From Motor Vehicle,CENTRE ST
3115,Vandalism,W BROADWAY
3115,Other,TIBBETTS TOWN WAY
614,Harassment,SHEPTON ST
2647,Motor Vehicle Accident Response,BERKELEY ST
3801,Motor Vehicle Accident Response,MASSACHUSETTS AVE
3114,Motor Vehicle Accident Response,WILLIAMS ST
614,Aggravated Assault,CONDOR ST
3831,Towed,BLUE HILL AVE
3115,Simple Assault,GENEVA AVE
617,Motor Vehicle Accident Response,GIBSON ST
1402,Motor Vehicle Accident Response,MAXWELL ST
3831,Larceny,HYDE PARK AVE
3410,Auto Theft,SUTHERLAND RD
1402,Motor Vehicle Accident Response,BREMEN ST
3830,Vandalism,BLUE HILL AVE
2648,Simple Assault,LONGWOOD AVE
614,Warrant Arrests,W BROADWAY
1831,Simple Assault,MALCOLM X BLVD
3115,Property Lost,WASHINGTON ST
1831,Motor Vehicle Accident Response,BICKFORD ST
1832,Violations,"CEDAR ST & SANFORD ST
MATTAPAN  MA 02126
UNITED ST"
3108,Medical Assistance,BOWDOIN ST
3802,Medical Assistance,"LEDGEBROOK RD & RIVER ST
MATTAPAN  MA 02126
UNITED"
3304,Verbal Disputes,STANTON ST
3006,Larceny,COOPER ST
3802,Motor Vehicle Accident Response,HUNTINGTON AVE
540,Medical Assistance,BOYLSTON ST
3807,Motor Vehicle Accident Response,CODMAN PARK
3114,Motor Vehicle Accident Response,CLARENDON STREET
3115,Motor Vehicle Accident Response,ESMOND ST
3114,Medical Assistance,NEWBURY ST
2905,Motor Vehicle Accident Response,"COLUMBIA RD & GENEVA AVE
DORCHESTER  MA 02121
UNIT"
3114,Motor Vehicle Accident Response,NORFOLK ST
1831,Verbal Disputes,SEMONT RD
3115,Larceny,DEVON ST
3108,Vandalism,CONDOR ST
614,Vandalism,DORCHESTER AVE
3115,Simple Assault,COLUMBUS AVE
301,Simple Assault,ATLANTIC AVE
3114,Drug Violation,MASSACHUSETTS AVE
3115,Drug Violation,"HAVRE ST & SUMNER ST
EAST BOSTON  MA 02128
UNITED "
3115,Missing Person Reported,ALGONQUIN STREET
735,Medical Assistance,BLUE HILL AVE
3115,Investigate Person,BERKELEY ST
3301,Investigate Person,DEVONSHIRE STREET
3831,Investigate Person,E FIRST ST
3114,Property Lost,COURT ST
1831,Drug Violation,WASHINGTON ST
2907,Landlord/Tenant Disputes,BLUE HILL AVE
801,Robbery,SEAPORT BLVD
3115,Fraud,WAVERLY ST
2670,Verbal Disputes,BLUE HILL AVE
1402,Verbal Disputes,CAMDEN ST
801,Medical Assistance,WILLIAM T MORRISSEY BLVD
1831,Residential Burglary,WILLOW ST
1831,Larceny From Motor Vehicle,COURT ST
3831,Drug Violation,BOYLSTON ST
3801,Drug Violation,W BROADWAY
3301,Vandalism,BENNINGTON ST
3126,Restraining Order Violations,HARRISON AVE
2905,Motor Vehicle Accident Response,BLUE HILL AVE
3801,Fraud,WASHINGTON ST
3410,Simple Assault,HANOVER ST
3108,Investigate Person,HUMBOLDT AVE
3115,Medical Assistance,MOUNT PLEASANT AVE
3201,Ballistics,GIBSON ST
3115,Drug Violation,DEWEY ST
1831,Other,GOODENOUGH ST
2905,Confidence Games,SOUTHERN AVE
3301,Property Lost,BORDER ST
3114,Other Burglary,"MARGINAL ST & S BREMEN ST
EAST BOSTON  MA 02128
UN"
801,Auto Theft,CAMBRIDGE ST
1831,Motor Vehicle Accident Response,WARREN AVE
613,Fraud,WASHINGTON ST
619,Property Lost,WORCESTER ST
301,Confidence Games,"MASSACHUSETTS AVE & ALBANY ST
BOSTON  MA 02118
UNI"
801,Aggravated Assault,ROBINWOOD AVE
3115,Verbal Disputes,PARKTON ROAD
3201,Investigate Person,NEW SUDBURY ST
613,Confidence Games,BOYLSTON ST
520,Medical Assistance,DORCHESTER STREET
2905,Motor Vehicle Accident Response,"MASSACHUSETTS AVE & MELNEA CASS BLVD
ROXBURY  MA 0"
3301,Vandalism,WASHINGTON ST
724,Missing Person Reported,WAYNE ST
1810,Auto Theft,"TREMONT ST & WINTER ST
BOSTON  MA 02111
UNITED STA"
3115,Auto Theft Recovery,LAURIE AVE
3802,Simple Assault,WOOD AVE
613,Medical Assistance,HUNTINGTON AVE
3115,Motor Vehicle Accident Response,WASHINGTON ST
3114,Harassment,W BROADWAY
301,Simple Assault,WASHINGTON ST
3410,Violations,"GREEN ST & AMORY ST
BOSTON  MA 02130
UNITED STATES"
3114,Investigate Person,FERNBORO ST
2670,Investigate Person,BLUE HILL AVENUE
3201,Medical Assistance,HARRISON AVE
3114,Larceny,CHARLES ST
3301,Investigate Person,STANTON ST
3201,Larceny,BLUE HILL AVENUE
1810,Police Service Incidents,CENTRE ST
3801,Drug Violation,"KNEELAND ST & HARRISON AVE
BOSTON  MA 02111
UNITED"
801,Search Warrants,BEACON ST
3115,Firearm Violations,BOYLSTON ST
3115,Drug Violation,HIGHCREST TER
3115,Property Lost,BLUE HILL AVE
3802,Medical Assistance,NORFOLK ST
2670,Investigate Person,GIBSON ST
613,Property Lost,BEACON STREET
724,Medical Assistance,SUDBURY ST
520,Property Found,COLUMBIA RD
3115,Medical Assistance,GOVE ST
801,Medical Assistance,WASHINGTON ST
301,Warrant Arrests,ATHERSTONE ST
2670,Residential Burglary,PARIS ST
3114,Other,SOUTHAMPTON ST
3301,Investigate Property,W DEDHAM ST
3115,Towed,DALTON ST
1831,Medical Assistance,WINTHROP STREET
735,Larceny,CONDOR ST
3106,Drug Violation,GIBSON ST
3106,License Violation,FAN PIER BLVD
3119,Vandalism,RIVER ST
3410,Residential Burglary,"HENRY ST & MAVERICK SQ
EAST BOSTON  MA 02128
UNITE"
1831,Motor Vehicle Accident Response,DORCHESTER AVE
3207,Aggravated Assault,WASHINGTON ST
2662,Verbal Disputes,BABSON ST
3410,Motor Vehicle Accident Response,HARRISON AVE
1831,Larceny,LOMASNEY WAY
3207,Confidence Games,BRIGHTON AVE
423,Motor Vehicle Accident Response,BOWDOIN ST
3201,Confidence Games,HARRISON AVE
614,Residential Burglary,FOREST HILLS ST
801,Medical Assistance,SOUTHAMPTON STREET
3410,Larceny,UNION PARK
3831,Larceny,DONALD RD
1102,Property Lost,GIBSON ST
1832,Towed,WASHINGTON ST
2612,Medical Assistance,COMMONWEALTH AVE
3801,Missing Person Reported,WASHINGTON ST
423,Other,CAUSEWAY ST
1102,Motor Vehicle Accident Response,CENTRE ST
3126,Simple Assault,"MILK ST & WASHINGTON ST
BOSTON  MA 02108
UNITED ST"
3001,Robbery,WASHINGTON ST
614,Aggravated Assault,WASHINGTON ST
619,Simple Assault,CLARE AVE
3115,Other,NEWBURY ST
3115,Verbal Disputes,SUDBURY ST
2647,Larceny From Motor Vehicle,CHESTNUT AVE
3410,Investigate Person,CODMAN SQ
3115,Investigate Person,ISLAND VIEW PL
614,Larceny,GIBSON ST
3502,Towed,WILCOCK ST
520,Property Lost,EASTBURN ST
423,Other,NORMANDY ST
3410,Other Burglary,BOYNTON ST
1300,Medical Assistance,FARNSWORTH ST
2905,Motor Vehicle Accident Response,"WALDEMAR AVE & WILLIAM F MCCLELLAN HWY
EAST BOSTON"
3115,Motor Vehicle Accident Response,HORACE STREET
1102,Investigate Person,BALLOU AVE
3201,Auto Theft,SUDBURY ST
423,Motor Vehicle Accident Response,CAMBRIDGE ST
3831,Missing Person Reported,BAKERSFIELD ST
520,Property Found,AUCKLAND ST
3410,Other,HILLSIDE ST
3115,Larceny,AMORY ST
801,Residential Burglary,HARRISON AVE
3201,Towed,HARRISON AVENUE
3410,Police Service Incidents,G ST
3402,Motor Vehicle Accident Response,BUTTONWOOD ST
3410,Other,"VAN NESS ST & JERSEY ST
BOSTON  MA 02215
UNITED ST"
3410,Drug Violation,BLACKSTONE ST
3831,Larceny,E EAGLE ST
2670,Police Service Incidents,PARIS ST
3115,Investigate Person,"HOPEDALE ST & W SORRENTO ST
BRIGHTON  MA 02134
UNI"
3802,Aggravated Assault,"CENTRAL SQ & LIVERPOOL ST
EAST BOSTON  MA 02128
UN"
724,Warrant Arrests,PARIS ST
3805,Auto Theft,WASHINGTON ST
3111,Larceny,BLUE HILL AVE
3114,Other,MALCOLM X BLVD
1831,Property Found,WASHINGTON ST
301,Other,HARRISON AVE
3006,Medical Assistance,HIGHLAND ST
301,Larceny From Motor Vehicle,TENNIS RD
3802,Confidence Games,"ALBANY ST & E BERKELEY ST
BOSTON  MA 02118
UNITED "
3114,Medical Assistance,GREENWOOD ST
801,Motor Vehicle Accident Response,MASSACHUSETTS AVE
3831,Investigate Property,BRADBURY ST
3114,Motor Vehicle Accident Response,BEVERLY ST
619,Motor Vehicle Accident Response,DITSON ST
3831,Investigate Property,"TREMONT ST & MELNEA CASS BLVD
ROXBURY  MA 02120
UN"
3108,Towed,GERARD ST
3115,Vandalism,COLUMBIA RD
3115,Vandalism,TREMONT ST
801,Vandalism,CLINTON ST
3801,Vandalism,W BROADWAY
1832,Vandalism,ALBANY ST
3831,Motor Vehicle Accident Response,HAMILTON ST
3410,Medical Assistance,FLOYD ST
2657,Other,FLOYD ST
3201,Property Found,NEW SUDBURY ST
3301,Motor Vehicle Accident Response,PARK ST
3115,Fraud,WALNUT AVE
3803,Larceny From Motor Vehicle,"HEREFORD ST & NEWBURY ST
BOSTON  MA 02115
UNITED S"
3111,Warrant Arrests,BOYLSTON ST
3625,Towed,HUNTINGTON AVE
3802,Motor Vehicle Accident Response,PARK PLZ
3111,Residential Burglary,BROOKLINE AVE
1810,Towed,WASHINGTON ST
1831,Property Lost,B ST
1831,Counterfeiting,WASHINGTON ST
3301,Property Found,COMMONWEALTH AVE
3115,Verbal Disputes,INDIA ST
3111,Medical Assistance,COMMONWEALTH AVE
3115,Larceny,ORLANDO ST
3410,Simple Assault,"BEVERLY ST & ANTHONY RIP VALENTI WAY
BOSTON  MA 02"
3108,Other,AMERICAN LEGION HWY
520,Medical Assistance,FERNBORO STREET
1402,Medical Assistance,"C ST & BAXTER ST
SOUTH BOSTON  MA 02127
UNITED STA"
616,License Violation,HARRISON AVE
3410,Simple Assault,E SECOND ST
3410,Drug Violation,COLUMBUS AVE
2647,Investigate Person,WASHINGTON ST
3410,Verbal Disputes,WEBB PARK
3115,Other,READVILLE ST
3810,Larceny,"BROCK ST & WASHINGTON ST
BRIGHTON  MA 02135
UNITED"
520,Vandalism,WARREN ST
3115,Motor Vehicle Accident Response,ERNST ST
3301,Robbery,WOODWARD PARK ST
1831,Simple Assault,CAPEN ST
1832,Aggravated Assault,FANEUIL HALL MARKETPLACE
3801,Verbal Disputes,"BLAKEMORE ST & HYDE PARK AVE
ROSLINDALE  MA 02131
"
423,Medical Assistance,RUTHVEN ST
3831,Other,HARRISON AVE
2905,Motor Vehicle Accident Response,"LUCERNE ST & CALLENDER ST
DORCHESTER  MA 02124
UNI"
3207,Motor Vehicle Accident Response,GIBSON ST
3114,Other,SUMNER ST
3115,Motor Vehicle Accident Response,CENTRE ST
3115,Vandalism,COREY RD
3018,Ballistics,BLUE HILL AVE
3831,Medical Assistance,WASHINGTON ST
3410,Investigate Property,SARANAC ST
3201,Simple Assault,NEW SUDBURY ST
619,Verbal Disputes,WASHINGTON ST
1102,Simple Assault,GIBSON ST
3831,Simple Assault,WASHINGTON ST
3115,Vandalism,KENBERMA RD
3801,Missing Person Located,HARRISON AVE
3831,Motor Vehicle Accident Response,VINE ST
3207,Larceny,HUMBOLDT AVE
3115,Drug Violation,COURT ST
1831,Firearm Violations,CRESCENT AVE
801,Other,UNION ST
3115,Medical Assistance,FAWNDALE RD
1832,Towed,TREMONT ST
735,Confidence Games,HANO ST
3115,Missing Person Located,SUMNER ST
2647,Missing Person Reported,CHAMPLAIN CIR
617,Motor Vehicle Accident Response,WASHINGTON ST
3115,Medical Assistance,RUTHERFORD AVE
3207,Towed,WASHINGTON STREET
3820,Fraud,WASHINGTON ST
2670,Verbal Disputes,DORR STREET
3115,Simple Assault,WASHINGTON ST
3831,Police Service Incidents,BIRD ST
3018,Firearm Violations,WOLCOTT SQUARE
3115,Recovered Stolen Property,VFW PKWY
3410,Simple Assault,BUNKER HILL ST
3802,Verbal Disputes,MORRELL ST
3802,Investigate Property,"DANA AVE & TRUMAN PKWY
HYDE PARK  MA 02136
UNITED "
1102,Medical Assistance,MARTIN LUTHER KING JR BLVD
3006,Verbal Disputes,SAINT BOTOLPH ST
801,Towed,BEACON ST
3410,Medical Assistance,GRAFTON ST
617,Aggravated Assault,WASHINGTON ST
3802,Medical Assistance,NEPONSET AVE
619,Warrant Arrests,GIBSON ST
619,Simple Assault,HARRISON AVE
1831,Motor Vehicle Accident Response,"WINTHROP ST & ADAMS ST
BOSTON  MA 02129
UNITED STA"
3106,Larceny,HILDRETH ST
3115,Property Found,GIBSON ST
3201,Property Found,HYDE PARK AVE
3831,Motor Vehicle Accident Response,VINE ST
3410,Verbal Disputes,LORNA RD
3207,Investigate Person,WASHINGTON ST
613,Medical Assistance,WASHINGTON ST
614,Investigate Person,HARRISON AVE
1831,Medical Assistance,WASHINGTON ST
801,Investigate Property,TALBOT AVENUE
3001,Investigate Person,WESTVILLE ST
3301,Investigate Property,QUINCY ST
1501,Investigate Person,BLUE HILL AVE
614,Simple Assault,COLUMBIA RD
3007,Drug Violation,S BREMEN ST
3114,Motor Vehicle Accident Response,LEGENDS WAY
724,Larceny,WASHINGTON ST
801,Harassment,GLENELLEN RD
724,Missing Person Located,GIBSON ST
613,Investigate Property,RIVER ST
3112,Investigate Property,WAIT ST
3114,Counterfeiting,ASPINWALL RD
3005,Larceny,BATCHELDER ST
614,Motor Vehicle Accident Response,WRENTHAM ST
3115,Larceny,WASHINGTON ST
2647,Drug Violation,WASHINGTON ST
614,Aggravated Assault,"NORMANDY ST & SUPPLE RD
DORCHESTER  MA 02121
UNITE"
3201,Disorderly Conduct,WASHINGTON ST
2610,Drug Violation,WASHINGTON ST
3005,Drug Violation,CENTER PLZ
423,Drug Violation,GAINSBOROUGH ST
3201,Drug Violation,SUDBURY ST
3802,Verbal Disputes,"CARRUTH ST & ASHMONT ST
DORCHESTER  MA 02124
UNITE"
1810,Fire Related Reports,W BROADWAY
3114,Larceny,OAKHURST ST
1402,Motor Vehicle Accident Response,WASHINGTON ST
3126,Verbal Disputes,HARVARD AVE
3115,Verbal Disputes,UNION AVE
1402,Property Found,WRENTHAM ST
3820,Medical Assistance,GREENBRIER ST
3115,Verbal Disputes,TRUMAN PKWY
2670,Motor Vehicle Accident Response,WALK HILL ST
3007,Motor Vehicle Accident Response,WHARTON CT
3802,Other,"CONGRESS ST & HIGH ST
BOSTON  MA 02110
UNITED STAT"
614,Violations,MORRIS ST
3006,Larceny,FANEUIL ST
3831,Larceny,ADAMS ST
2670,Investigate Person,NEPTUNE CIR
3831,Drug Violation,WASHINGTON ST
3831,Larceny,MONTANA ST
3018,Landlord/Tenant Disputes,CAUSEWAY ST
3005,Vandalism,"BOWKER ST & HAWKINS ST
BOSTON  MA 02114
UNITED STA"
2610,Investigate Person,"WILLOW CT & ALLSTATE RD
BOSTON  MA 02125
UNITED ST"
615,Other,AGUADILLA ST
3802,Motor Vehicle Accident Response,ALBANY ST
619,Property Lost,F ST
3005,Larceny,GROOM ST
3410,Drug Violation,SOUTH ST
3115,Drug Violation,CENTRE ST
3830,Missing Person Reported,HARRISON AVE
3005,Medical Assistance,LITCHFIELD ST
2622,Investigate Person,WALNUT AVE
423,Investigate Person,HARRISON AVE
3810,Investigate Person,"HARVARD ST & HARRISON AVE
BOSTON  MA 02111
UNITED "
2613,Property Lost,HYDE PARK AVE
3201,Drug Violation,W BROADWAY
3803,Landlord/Tenant Disputes,BLUE HILL AVE
3115,Robbery,SARATOGA ST
617,Fraud,WASHINGTON ST
3802,Verbal Disputes,"WASHINGTON ST & MALCOLM X BLVD
BOSTON  MA 02119
UN"
3115,Verbal Disputes,BABCOCK ST
2670,Medical Assistance,TUTTLE ST
3410,Residential Burglary,"CENTRAL AVE & WEBSTER ST
BOSTON  MA 02136
UNITED S"
3115,Larceny From Motor Vehicle,CENTRE ST
3006,Drug Violation,PLEASANT ST
613,Drug Violation,ALLSTATE RD
617,Vandalism,SHAWMUT AVE
613,Restraining Order Violations,STATE ST
3802,Motor Vehicle Accident Response,L ST
3005,Fraud,LINDEN ST
1001,Simple Assault,WASHINGTON ST
1102,Investigate Person,CENTRE ST
3201,Medical Assistance,HYDE PARK AVE
617,Ballistics,A ST
3115,Drug Violation,HARRISON AVE
3115,Other,HARCOURT ST
3005,Confidence Games,WARREN ST
2905,Property Lost,"W 2ND ST & A ST
BOSTON  MA 02127
UNITED STATES"
3119,Other Burglary,RHODA STREET
619,Auto Theft,PARIS ST
2670,Motor Vehicle Accident Response,HARRISON AVE
3005,Fraud,MIAMI AVE
1402,Property Lost,WASHINGTON ST
617,Confidence Games,HARCOURT ST
3114,Aggravated Assault,HYDE PARK AVE
617,Verbal Disputes,MERIDIAN ST
3006,Investigate Person,MALCOLM X BLVD
1402,Confidence Games,LINDEN AVE
3831,Medical Assistance,W BROADWAY
3801,Motor Vehicle Accident Response,"WALTER ST & PIERCE ST
HYDE PARK  MA 02136
UNITED S"
3006,Vandalism,DURNELL
1402,Missing Person Reported,CANAL ST
1102,Auto Theft,WASHINGTON ST
614,Auto Theft Recovery,SUMNER ST
3114,Simple Assault,WASHINGTON ST
3201,Medical Assistance,PARIS ST
3803,Motor Vehicle Accident Response,GIBSON ST
3301,Harassment,SHIRLEY ST
801,Simple Assault,CAMBRIDGE ST
724,Violations,W BROADWAY
3831,Investigate Person,WASHINGTON ST
3114,Investigate Person,WASHINGTON ST
617,Medical Assistance,WASHINGTON ST
3001,Larceny,HUNTINGTON AVE
614,Investigate Person,PARIS ST
614,Larceny,EUSTIS ST
3005,Police Service Incidents,MINOT ST
615,Drug Violation,KIRKWOOD RD
615,Search Warrants,KIRKWOOD RD
1106,Firearm Violations,GIBSON ST
3201,Drug Violation,GIBSON ST
3115,Property Lost,GARFIELD AVE
3410,Medical Assistance,"E FIRST ST & SUMMER ST
SOUTH BOSTON  MA 02127
UNIT"
3802,Investigate Person,MARKET ST
423,Property Lost,BOYLSTON ST
520,Medical Assistance,BERNARD ST
1402,Property Found,CENTRE ST
2670,Medical Assistance,CHARLES ST
706,Medical Assistance,WASHINGTON ST
801,Warrant Arrests,WARREN AVE
614,Residential Burglary,DUBOIS ST
724,Other,WASHINGTON ST
1402,Investigate Property,NORTHAMPTON ST
1402,Towed,SCHROEDER PLZ
1102,Medical Assistance,CLARKSON ST
3410,Larceny,E COTTAGE ST
3115,Drug Violation,HARRISON AVE
3115,License Violation,TREMONT ST
301,Vandalism,WASHINGTON ST
3114,Residential Burglary,DORCHESTER AVE
3831,Motor Vehicle Accident Response,FISHER AVE
3410,Aggravated Assault,MORAINE ST
1107,Verbal Disputes,HARRISON AVE
531,Motor Vehicle Accident Response,E ST
3805,Larceny,CENTRE ST
3205,Confidence Games,CENTRE ST
3802,Motor Vehicle Accident Response,RIVER ST
613,Confidence Games,CAMBRIDGE ST
614,Residential Burglary,VINE ST
2905,Medical Assistance,COLUMBUS AVE
3115,Larceny,VINE ST
3007,Larceny,CRAGMERE TER
3201,Property Lost,W BROADWAY
3005,Towed,"SAINT JAMES ST & WASHINGTON ST
ROXBURY  MA 02119
U"
801,Medical Assistance,WESTVILLE ST
3001,Missing Person Reported,WASHINGTON ST
3410,Other,COOK ST
3410,Motor Vehicle Accident Response,W SELDEN ST
3201,Simple Assault,BOWKER RD
3114,Robbery,KEMBLE ST
614,Aggravated Assault,NAZING ST
1300,Simple Assault,AVENUE DE LAFAYETTE
1402,Other,VIRGINIA ST
3005,Verbal Disputes,MORTON ST
3115,Larceny From Motor Vehicle,SUDBURY ST
2662,Investigate Person,COLUMBIA RD
3114,Investigate Person,VFW PARKWAY
3301,Larceny,SEAVER ST
1810,Towed,"WASHINGTON ST & WEST ST
BOSTON  MA 02111
UNITED ST"
3114,Property Lost,SARGENT ST
3114,Other,WARREN ST
2907,Other Burglary,ERIE ST
613,Medical Assistance,WASHINGTON ST
3115,Motor Vehicle Accident Response,SUDBURY ST
2670,Motor Vehicle Accident Response,BULFINCH PL
619,Investigate Person,VINE ST
2670,Auto Theft,SUDBURY ST
3115,Motor Vehicle Accident Response,WARREN ST
801,Missing Person Reported,HUNTINGTON AVE
3831,Property Found,WABASH ST
3115,Other,BOSTON ST
3115,Larceny,W BROADWAY
614,Residential Burglary,SUMNER ST
619,Towed,WASHINGTON ST
3410,Police Service Incidents,SUDBURY ST
1810,Motor Vehicle Accident Response,ASHMONT ST
3114,Other,PEACEVALE RD
614,Drug Violation,REXFORD ST
614,Larceny,WASHINGTON ST
3114,Police Service Incidents,BLUE HILL AVE
3802,Investigate Person,COMMONWEALTH AVE
2647,Aggravated Assault,BLUE HILL AVE
3802,Warrant Arrests,CHESTNUT HILL AVE
3114,Auto Theft,NEWBURY ST
613,Larceny,ALLSTATE RD
3126,Other,LYON ST
1201,Property Found,BLUE HILL AVE
3802,Other,"NEPONSET AVE & POPES HILL ST
DORCHESTER  MA 02122
"
3820,Medical Assistance,"FREEPORT ST & DORCHESTER AVE
DORCHESTER  MA 02125
"
3802,Larceny From Motor Vehicle,"OLD RD & GLENWAY ST
DORCHESTER  MA 02121
UNITED ST"
3820,Confidence Games,FRANCIS ST
3108,Medical Assistance,ALBANY ST
423,Motor Vehicle Accident Response,"COLUMBUS AVE & MASSACHUSETTS AVE
BOSTON  MA 02118
"
1810,Investigate Property,ASHMONT ST
735,Motor Vehicle Accident Response,ANNUNCIATION RD
520,Motor Vehicle Accident Response,TREMONT ST
1501,Investigate Property,COMMONWEALTH AVE
3114,Towed,"CEDAR ST & THORNTON ST
ROXBURY  MA 02119
UNITED ST"
3301,Vandalism,REGENT ST
2905,Vandalism,"HUMBOLDT AVE & LAUREL ST
ROXBURY  MA 02119
UNITED "
801,Vandalism,BOWDOIN ST
3006,Vandalism,CENTRE ST
3005,Vandalism,BICKFORD ST
3301,Motor Vehicle Accident Response,DR. MARY MOORE BEATTY CIR
3502,Medical Assistance,"MILK ST & KILBY ST
BOSTON  MA 02109
UNITED STATES"
3831,Other,WASHINGTON ST
3005,Property Found,LENNON CT
3502,Motor Vehicle Accident Response,CENTRE STREET
3501,Fraud,ARDEN ST
3205,Larceny From Motor Vehicle,WASHINGTON ST
3831,Warrant Arrests,WASHINGTON ST
3007,Towed,SCHOOL ST
3007,Motor Vehicle Accident Response,WHITTEN ST
3820,Residential Burglary,VINING ST
617,Towed,GIBSON ST
614,Property Lost,ALBANY ST
3802,Counterfeiting,"HARRISON AVE & E NEWTON ST
BOSTON  MA 02118
UNITED"
3005,Property Found,LINWOOD ST
3115,Verbal Disputes,BARRY ST
614,Medical Assistance,"HUNTINGTON AVE & STUART ST
BOSTON  MA 02116
UNITED"
2907,Larceny,"DACIA ST & WOODCLIFF ST
DORCHESTER  MA 02125
UNITE"
2905,Simple Assault,MASSACHUSETTS AVE
3005,Other,CAPEN ST
3115,Medical Assistance,RIVER ST
3115,Medical Assistance,ROCK TER
616,License Violation,EAST EIGHTH STREET
3115,Simple Assault,WASHINGTON ST
3201,Drug Violation,GARDNER ST
520,Investigate Person,SOUTH ST
3115,Verbal Disputes,BARRY ST
3001,Other,TALBOT AVE
3803,Larceny,KENRICK ST
