INCIDENT_NUMBER,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,YEAR,MONTH,HOUR,STREET
222094360,Property Lost,INVESTIGATE PERSON,B2,2022,12,19,WASHINGTON ST
222094358,Vandalism,VERBAL DISPUTE,D4,2022,12,20,WASHINGTON ST
222094357,Aggravated Assault,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,2022,12,17,SUDBURY ST
222094356,Motor Vehicle Accident Response,TOWED MOTOR VEHICLE,C11,2022,12,17,MAYFIELD ST
222094355,Verbal Disputes,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,D4,2022,12,19,"WASHINGTON ST & PERRY ST
BOSTON  MA 02118
UNITED S"
222094354,Missing Person Located,FIRE REPORT,A1,2022,12,17,BLOSSOM STREET
222094353,Missing Person Reported,M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY,A1,2022,12,18,SUDBURY ST
222094351,Disorderly Conduct,BREAKING AND ENTERING (B&E) MOTOR VEHICLE,D4,2022,12,16,HUNTINGTON AVE
222094350,Robbery,INVESTIGATE PERSON,E5,2022,12,19,BLUE LEDGE DR
222094306,Homicide,INTIMIDATING WITNESS,C6,2022,12,17,SOUTHAMPTON ST
222094349,Medical Assistance,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D4,2022,12,19,"WASHINGTON ST & WORCESTER SQ
BOSTON  MA 02118
UNIT"
222094348,Medical Assistance,INVESTIGATE PROPERTY,E18,2022,12,18,"AMERICAN LEGION HWY & HYDE PARK AVE
HYDE PARK  MA "
222094347,Vandalism,LARCENY ALL OTHERS,B2,2022,11,9,DUDLEY ST
222094345,Motor Vehicle Accident Response,LARCENY THEFT FROM BUILDING,C6,2022,12,19,WEST SIXTH STREET
222094344,Motor Vehicle Accident Response,MISSING PERSON - LOCATED,A7,2022,12,6,BENNINGTON ST
222094343,Motor Vehicle Accident Response,TRESPASSING,E13,2022,12,19,LAMARTINE ST
222094342,Vandalism,LARCENY THEFT OF MV PARTS & ACCESSORIES,A1,2022,12,19,SUDBURY ST
222094340,Aggravated Assault,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,D4,2022,12,19,HUNTINGTON AVE
222094339,Other Burglary,LARCENY THEFT FROM BUILDING,C6,2022,11,13,SOUTHAMPTON ST
222094338,Assembly or Gathering Violations,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,2022,12,17,PILGRIM RD
222094337,Medical Assistance,INVESTIGATE PROPERTY,B2,2022,12,16,WASHINGTON ST
222094335,Motor Vehicle Accident Response,DANGEROUS OR HAZARDOUS CONDITION,D4,2022,12,18,BOYLSTON ST
222094333,Medical Assistance,VAL - VIOLATION OF AUTO LAW,E18,2022,12,18,"WOOD AVE & EDWARDSON ST
HYDE PARK  MA 02136
UNITED"
222094332,Assembly or Gathering Violations,LIQUOR/ALCOHOL - DRINKING IN PUBLIC,A1,2022,12,18,"WASHINGTON ST & ESSEX ST
BOSTON  MA 02116
UNITED S"
222094330,Verbal Disputes,VERBAL DISPUTE,B3,2022,12,18,FOWLER ST
222094329,Warrant Arrests,TOWED MOTOR VEHICLE,D4,2022,12,18,BERKELEY ST
222094328,Simple Assault,LARCENY ALL OTHERS,A1,2022,11,10,SUDBURY ST
222094327,Missing Person Reported,INVESTIGATE PROPERTY,B3,2022,12,17,TALBOT AVE
222094325,Residential Burglary,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,2022,12,18,WASHINGTON STREET
222094324,Simple Assault,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A7,2022,12,18,"MERIDIAN ST & W EAGLE ST
EAST BOSTON  MA 02128
UNI"
222094323,Motor Vehicle Accident Response,FRAUD - WIRE,A7,2022,12,16,PARIS ST
222094322,Investigate Person,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,2022,12,18,"DEERING RD & WELLINGTON HILL ST
MATTAPAN  MA 02126"
222094321,Medical Assistance,VAL - VIOLATION OF AUTO LAW,A1,2022,11,8,PEARL ST
222094319,Medical Assistance,LARCENY ALL OTHERS,B2,2022,12,16,WABENO ST
222094318,Medical Assistance,ASSAULT - AGGRAVATED,D4,2022,12,17,WASHINGTON ST
222094317,Verbal Disputes,M/V ACCIDENT - PERSONAL INJURY,E18,2022,12,17,WEST ST
222094316,Medical Assistance,INVESTIGATE PERSON,E13,2022,12,17,WASHINGTON ST
222094315,Robbery,FRAUD - IMPERSONATION,D4,2022,10,0,HARRISON AVE
222094314,Investigate Person,INVESTIGATE PROPERTY,B2,2022,12,7,WASHINGTON ST
222094313,Medical Assistance,PROPERTY - LOST/ MISSING,B2,2022,12,1,GARDNER ST
222094312,Property Found,M/V ACCIDENT - OTHER,A1,2022,12,17,"N WASHINGTON ST & CAUSEWAY ST
BOSTON  MA 02114
UNI"
222094311,Motor Vehicle Accident Response,INVESTIGATE PERSON,E13,2022,12,11,WASHINGTON ST
222094310,Medical Assistance,INVESTIGATE PERSON,D4,2022,12,16,SAINT MARY'S ST
222094309,Medical Assistance,MISSING PERSON,B3,2022,12,17,BLUE HILL AVE
222094308,Simple Assault,MISSING PERSON,B3,2022,12,0,BLUE HILL AVE
222094307,Investigate Person,M/V ACCIDENT - PERSONAL INJURY,B2,2022,12,17,"COLUMBUS AVE & CENTRE ST
ROXBURY  MA 02119
UNITED "
222094305,Investigate Person,BALLISTICS EVIDENCE/FOUND,C11,2022,12,0,RIDGEWOOD ST
222094304,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,2022,12,16,GURNEY ST
222094303,Simple Assault,LARCENY ALL OTHERS,B3,2022,12,17,BLUE HILL AVE
222094302,Aggravated Assault,HARASSMENT/ CRIMINAL HARASSMENT,E13,2022,12,17,WASHINGTON ST
222094300,Warrant Arrests,FRAUD - FALSE PRETENSE / SCHEME,C11,2022,11,17,WASHINGTON ST
222094298,Disorderly Conduct,VAL - OPERATING AFTER REV/SUSP.,E18,2022,12,17,"CUMMINS HWY & CANTERBURY ST
ROSLINDALE  MA 02131
U"
222094296,Aggravated Assault,INVESTIGATE PERSON,E18,2022,12,16,GORDON AVE
222094294,Motor Vehicle Accident Response,AUTO THEFT,A15,2022,11,18,VINE ST
222094293,Verbal Disputes,SICK ASSIST,D4,2022,12,15,KILMARNOCK ST
222094292,Simple Assault,ASSAULT - SIMPLE,C11,2022,12,16,DORCHESTER AVE
222094291,Property Found,FORGERY / COUNTERFEITING,E5,2022,11,12,CENTRE ST
222094290,Auto Theft,INVESTIGATE PERSON,A1,2022,12,16,LONGFELLOW PL
222094288,Verbal Disputes,PROPERTY - LOST/ MISSING,A1,2022,12,16,"BEACH ST & HUDSON ST
BOSTON  MA 02111
UNITED STATE"
222094287,Investigate Person,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,2022,12,2,GIBSON ST
222094285,Investigate Person,SICK/INJURED/MEDICAL - POLICE,C11,2022,12,0,GIBSON ST
222094284,Larceny,LARCENY ALL OTHERS,A7,2022,12,14,PARIS ST
222094283,Drug Violation,LARCENY THEFT OF MV PARTS & ACCESSORIES,C6,2022,12,14,DR. MICHAEL GAVIN WAY
222094282,Investigate Person,M/V ACCIDENT - PERSONAL INJURY,D14,2022,12,15,TREMONT ST
222094280,Towed,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,2022,12,15,HYDE PARK AVE
222094279,Larceny,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,2022,12,0,MASSACHUSETTS AVE
222094278,Investigate Person,INVESTIGATE PERSON,A15,2022,12,15,TIBBETT'S TOWN WAY
222094277,Verbal Disputes,M/V ACCIDENT - PERSONAL INJURY,E18,2022,12,14,HYDE PARK AVE
222094275,Simple Assault,SICK ASSIST,C11,2022,12,13,CENTRE ST
222094273,Disorderly Conduct,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,2022,12,10,VERNON ST
222094270,Other Burglary,LARCENY ALL OTHERS,E5,2022,10,0,CENTRE ST
222094267,Other,MISSING PERSON - LOCATED,B3,2022,12,14,WOODROW AVE
222094266,Motor Vehicle Accident Response,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,2022,12,14,NEWMARKET SQ
222094265,Simple Assault,M/V ACCIDENT - PROPERTY DAMAGE,B2,2022,12,15,"ALBANY ST & MELNEA CASS BLVD
ROXBURY  MA 02119
UNI"
222094261,Larceny,INVESTIGATE PERSON,E13,2022,12,11,MINDEN ST
222094260,Other,THREATS TO DO BODILY HARM,A1,2022,12,14,CAMBRIDGE ST
222094259,Motor Vehicle Accident Response,INVESTIGATE PROPERTY,C11,2022,12,13,GIBSON ST
222094258,Motor Vehicle Accident Response,INVESTIGATE PERSON,B2,2022,12,13,ELMORE ST
222094256,Medical Assistance,INVESTIGATE PROPERTY,C11,2022,12,0,GIBSON ST
222094251,Drug Violation,VERBAL DISPUTE,E13,2022,12,1,MINDEN ST
222032605,Towed,SICK ASSIST,C6,2022,5,2,EAST FOURTH STREET
222094250,Drug Violation,LARCENY ALL OTHERS,C6,2022,12,16,W SIXTH ST
222094247,Drug Violation,FRAUD - CREDIT CARD / ATM FRAUD,C11,2022,11,12,GIBSON ST
222094245,Simple Assault,SICK ASSIST,C6,2022,12,13,NORTH POINT DRIVE
222094243,Property Lost,INVESTIGATE PERSON,E5,2022,12,14,CENTRE ST
222094241,Drug Violation,INVESTIGATE PROPERTY,E18,2022,12,13,BISMARCK ST
222094240,Larceny,SICK ASSIST - DRUG RELATED ILLNESS,D4,2022,12,13,HARRISON AVE
222094238,Verbal Disputes,INVESTIGATE PERSON,E13,2022,12,13,LAMARTINE ST & CENTRE ST
222094237,Drug Violation,VAL - VIOLATION OF AUTO LAW,E13,2022,12,13,CHESTNUT AVE
222094236,Larceny,AUTO THEFT,B3,2022,7,0,BLUE HILL AVE
222094235,Towed,ASSAULT - SIMPLE,D4,2022,12,11,CLARENDON ST
222094233,Verbal Disputes,SICK ASSIST,D4,2022,12,12,MASSACHUSETTS AVE
222094231,Simple Assault,INVESTIGATE PROPERTY,C11,2022,10,0,GIBSON ST
222094229,Motor Vehicle Accident Response,PROPERTY - LOST/ MISSING,E18,2022,12,0,HYDE PARK AVE
222094227,Liquor Violation,VAL - VIOLATION OF AUTO LAW,D4,2022,12,13,EDGERLY RD
222094226,Motor Vehicle Accident Response,INVESTIGATE PERSON,E18,2022,12,13,WILLIAMS AVE
222094225,Motor Vehicle Accident Response,INVESTIGATE PERSON,A7,2022,12,12,MAVERICK SQ
222094224,Fraud,SICK ASSIST - DRUG RELATED ILLNESS,D4,2022,12,13,BERKELEY ST
222094222,Other,BREAKING AND ENTERING (B&E) MOTOR VEHICLE,D4,2022,12,10,"VAN NESS ST & JERSEY ST
BOSTON  MA 02215
UNITED ST"
222094221,Aggravated Assault,VERBAL DISPUTE,B2,2022,12,13,TERRACE ST
222094220,Vandalism,M/V ACCIDENT - PROPERTY DAMAGE,D4,2022,12,13,HOLYOKE ST
222094219,Medical Assistance,VERBAL DISPUTE,E18,2022,12,13,SECOND NEW WAY
222094217,Verbal Disputes,LARCENY THEFT FROM BUILDING,C6,2022,12,23,W BROADWAY
222094216,Investigate Person,PROPERTY - LOST/ MISSING,B3,2022,12,5,BLUE HILL AVE
222094215,Larceny From Motor Vehicle,SICK ASSIST,E5,2022,12,12,VFW PKWY
222094214,Violations,INVESTIGATE PERSON,B2,2022,12,14,DUNMORE ST
222094213,Vandalism,PROPERTY - LOST/ MISSING,D4,2022,12,8,HARRISON AVE
222094212,Disorderly Conduct,ASSAULT - SIMPLE,A1,2022,12,13,WASHINGTON ST
222094211,Drug Violation,INVESTIGATE PERSON,D4,2022,12,12,TREMONT ST
222094210,Drug Violation,M/V ACCIDENT - PERSONAL INJURY,E13,2022,12,11,"BRAGDON ST & WASHINGTON ST
ROXBURY  MA 02119
UNITE"
222094209,Investigate Person,LARCENY PICK-POCKET,A1,2022,12,7,BOYLSTON ST
222094208,Medical Assistance,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,2022,11,13,HARRISON AVE
222094207,Fire Related Reports,FIREARM/WEAPON - FOUND OR CONFISCATED,E5,2022,12,13,CENTRE ST
222094206,Recovered Stolen Property,LARCENY THEFT OF BICYCLE,A1,2022,12,13,SUMMER ST
222094204,Firearm Violations,LARCENY ALL OTHERS,D4,2022,12,11,HUNTINGTON AVE
222094202,Recovered Stolen Property,M/V ACCIDENT - PROPERTY DAMAGE,C11,2022,12,12,DORCHESTER AVE
222094200,Medical Assistance,INVESTIGATE PERSON,C6,2022,12,12,ALLSTATE RD
222094199,Simple Assault,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,2022,12,10,COLUMBIA RD
222094198,Verbal Disputes,HARASSMENT/ CRIMINAL HARASSMENT,D4,2022,12,12,HARRISON AVENUE
222094197,Missing Person Located,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,2022,12,12,WASHINGTON ST
222094194,Larceny,M/V ACCIDENT - OTHER,B2,2022,12,11,SHIRLEY ST
222094193,Medical Assistance,"ANIMAL INCIDENTS (DOG BITES, LOST DOG, ETC)",D4,2022,12,11,MALDEN ST
222094190,Fraud,LARCENY SHOPLIFTING,A7,2022,12,12,MERIDIAN ST
222094187,Other,FRAUD - FALSE PRETENSE / SCHEME,E13,2022,12,0,WASHINGTON ST
222094186,Confidence Games,FRAUD - FALSE PRETENSE / SCHEME,A15,2022,12,12,CHAPPIE ST
222094184,Aggravated Assault,BURGLARY - RESIDENTIAL,E5,2022,12,11,GEORGETOWNE PL
222094182,Larceny,INVESTIGATE PROPERTY,E18,2022,12,10,"BUSINESS ST & RESERVATION RD
HYDE PARK  MA 02136
U"
222094181,Counterfeiting,INVESTIGATE PERSON,D4,2022,12,11,NEWBURY ST
222094180,Towed,SICK ASSIST,B3,2022,12,9,BLUE HILL AVE
222094179,Larceny From Motor Vehicle,INVESTIGATE PERSON,A7,2022,12,11,LANDING ST
222094176,Missing Person Located,INVESTIGATE PROPERTY,D14,2022,11,8,COMMONWEALTH AVE
222094175,Missing Person Reported,PROPERTY - FOUND,D14,2022,12,11,WASHINGTON ST
222094174,Fraud,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,2022,12,23,"HANOVER ST & SURFACE RD
BOSTON  MA 02108
UNITED ST"
222094173,Fraud,VAL - VIOLATION OF AUTO LAW,D4,2022,12,10,"E CANTON ST & HARRISON AVE
BOSTON  MA 02118
UNITED"
222094172,Investigate Property,LARCENY THEFT FROM BUILDING,E13,2022,12,11,WASHINGTON ST
222094171,Missing Person Reported,INVESTIGATE PERSON,C11,2022,12,11,WASHINGTON ST
222094170,Missing Person Located,LARCENY ALL OTHERS,C11,2022,12,18,GIBSON ST
222094169,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,2022,12,10,"STOUGHTON ST & PLEASANT ST
DORCHESTER  MA 02125
UN"
222094168,Simple Assault,SICK ASSIST,A7,2022,12,10,BYRON ST
222094167,Ballistics,INVESTIGATE PROPERTY,D14,2022,12,9,FOSTER ST
222094165,Missing Person Reported,INVESTIGATE PERSON,C11,2022,12,10,TALBOT AVE
222094164,Motor Vehicle Accident Response,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,A1,2022,12,10,WASHINGTON ST
222094163,Motor Vehicle Accident Response,PROPERTY - ACCIDENTAL DAMAGE,E18,2022,12,10,RALWOOD RD
222094161,Residential Burglary,SICK/INJURED/MEDICAL - PERSON,C6,2022,12,10,DORCHESTER ST
222094160,Verbal Disputes,FRAUD - FALSE PRETENSE / SCHEME,E18,2022,7,0,HYDE PARK AVE
222094158,Property Lost,LARCENY THEFT FROM BUILDING,E18,2022,12,21,HYDE PARK AVE
222094157,Confidence Games,MISSING PERSON,D4,2022,12,9,HEMENWAY ST
222094156,Property Lost,INVESTIGATE PERSON,C11,2022,12,9,WASHINGTON ST
222094155,Police Service Incidents,FRAUD - FALSE PRETENSE / SCHEME,B2,2022,12,0,WASHINGTON ST
222094154,Other,PROPERTY - LOST/ MISSING,D4,2022,12,9,HARRISON AVE
222094153,Violations,SICK ASSIST,C11,2022,12,9,LORENZO ST
222094152,Medical Assistance,TOWED MOTOR VEHICLE,D4,2022,12,8,SHAWMUT AVE
222094151,Missing Person Reported,INVESTIGATE PROPERTY,B2,2022,12,20,LONGWOOD AVE
222094150,Medical Assistance,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,A1,2022,12,9,CHARLES ST
222094148,Fraud,SICK/INJURED/MEDICAL - PERSON,E13,2022,12,9,SOUTH ST
222094147,Verbal Disputes,INVESTIGATE PERSON,C11,2022,12,9,WASHINGTON ST
222094146,Motor Vehicle Accident Response,PROPERTY - LOST/ MISSING,B3,2022,12,9,LORNA RD
222094144,Missing Person Reported,LARCENY THEFT FROM BUILDING,D14,2022,12,9,WASHINGTON ST
222094142,Larceny,INVESTIGATE PERSON,B3,2022,12,9,BABSON ST
222094141,Motor Vehicle Accident Response,ASSAULT - SIMPLE,A1,2022,12,7,WASHINGTON ST
222094140,Other,BURGLARY - COMMERICAL,C11,2022,12,8,WORRELL ST
222094139,Harassment,INVESTIGATE PERSON,B2,2022,12,16,WASHINGTON ST
222094138,Vandalism,LARCENY ALL OTHERS,E13,2022,12,18,WASHINGTON ST
222094137,Fraud,INVESTIGATE PERSON,C11,2022,12,8,"ADAMS ST & GIBSON ST
DORCHESTER  MA 02122
UNITED S"
222094136,Motor Vehicle Accident Response,FRAUD - FALSE PRETENSE / SCHEME,B3,2022,12,0,BLUE HILL AVE
222094135,Harassment,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,2022,12,8,COMMERCIAL ST
222094134,Property Lost,TRESPASSING,D4,2022,11,19,JERSEY ST
222094133,Investigate Person,HARASSMENT/ CRIMINAL HARASSMENT,C11,2022,12,15,GIBSON ST
222094132,Larceny,TOWED MOTOR VEHICLE,A7,2022,12,8,SARATOGA ST
222094131,Larceny,M/V ACCIDENT - PERSONAL INJURY,E13,2022,12,7,"LAMARTINE ST & PAUL GORE ST
JAMAICA PLAIN  MA 0213"
222094130,Medical Assistance,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,2022,12,8,WASHINGTON ST
222094128,Simple Assault,TOWED MOTOR VEHICLE,D14,2022,12,8,STRATHMORE RD
222094127,Simple Assault,M/V ACCIDENT - PERSONAL INJURY,C11,2022,12,8,MELVILLE AVE
222094126,Simple Assault,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,A1,2022,12,8,"TREMONT ST & AVERY ST
BOSTON  MA 02111
UNITED STAT"
222094125,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY DAMAGE,E18,2022,12,7,"BEACON ST & VOSE AVE
HYDE PARK  MA 02136
UNITED ST"
222094123,Motor Vehicle Accident Response,INVESTIGATE PERSON,B3,2022,12,6,COLORADO ST
222094122,Other,INVESTIGATE PROPERTY,E5,2022,11,9,CENTRE ST
222094120,Investigate Property,INVESTIGATE PERSON,B2,2022,12,5,ZEIGLER ST
222094118,Larceny,SICK ASSIST,A1,2022,12,5,AVENUE DE LAFAYETTE
222094116,Liquor Violation,TOWED MOTOR VEHICLE,B3,2022,12,3,WALK HILL ST
222094115,Vandalism,ASSAULT - AGGRAVATED,C6,2022,12,2,"MASSACHUSETTS AVE & PEIRSON ST
ROXBURY  MA 02119
U"
222094114,Motor Vehicle Accident Response,SICK ASSIST - DRUG RELATED ILLNESS,C6,2022,12,3,"ATKINSON ST & SOUTHAMPTON ST
ROXBURY  MA 02118
UNI"
222094113,Larceny,ASSAULT - SIMPLE,A1,2022,12,2,WASHINGTON ST
222094112,Medical Assistance,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,2022,12,2,BENNINGTON ST
222094110,Motor Vehicle Accident Response,SICK ASSIST,D4,2022,12,2,W CONCORD ST
222094109,Motor Vehicle Accident Response,VANDALISM,B2,2022,12,2,COLUMBIA RD
222094108,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,2022,12,1,SARATOGA ST
222094107,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,2022,12,0,NEW SUDBURY ST
222094104,Residential Burglary,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,A1,2022,12,1,"MOUNT VERNON ST & BRIMMER ST
BOSTON  MA 02108
UNIT"
222094102,Property Related Damage,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,2022,12,20,PARIS ST
222094100,Motor Vehicle Accident Response,VANDALISM,E5,2022,12,0,WASHINGTON ST
222094099,Other,VAL - OPERATING AFTER REV/SUSP.,C11,2022,12,0,"CLAYTON ST & FREEPORT ST
DORCHESTER  MA 02122
UNIT"
222094098,Residential Burglary,M/V ACCIDENT - OTHER,E13,2022,12,1,WASHINGTON ST
222094096,Other,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D4,2022,12,0,"DOUGLASS PARK & COLUMBUS AVE
ROXBURY  MA 02118
UNI"
222094095,Investigate Property,INVESTIGATE PERSON,E5,2022,12,0,PARK DR
222094094,Confidence Games,SICK ASSIST,B3,2022,12,23,TALBOT AVE
222094091,Warrant Arrests,TOWED MOTOR VEHICLE,B3,2022,12,22,KERWIN ST
222094090,Drug Violation,M/V ACCIDENT - OTHER,B2,2022,12,22,"HUMBOLDT AVE & SEAVER ST
ROXBURY  MA 02121
UNITED "
222094089,Towed,INVESTIGATE PROPERTY,B3,2022,12,22,STANTON ST
222094088,Aggravated Assault,SICK ASSIST,D14,2022,12,23,MARKET ST
222094087,Other,SICK ASSIST,D4,2022,12,22,HARRISON AVE
222094084,Investigate Property,TOWED MOTOR VEHICLE,A1,2022,12,22,"MARTHA RD & NASHUA ST
BOSTON  MA 02114
UNITED STAT"
222094083,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,2022,12,22,"AUSTIN ST & MYOPIA RD
BOSTON  MA 02136
UNITED STAT"
222094082,Investigate Property,VANDALISM,A1,2022,12,22,N BENNET ST
222094080,Motor Vehicle Accident Response,INVESTIGATE PERSON,E18,2022,12,21,HARMON ST
222094078,Prisoner Related Incidents,PROPERTY - LOST/ MISSING,C11,2022,12,12,WASHINGTON ST
222094076,Firearm Violations,MISSING PERSON - LOCATED,E5,2022,12,21,FLORENCE ST
222094074,Drug Violation,VANDALISM,A1,2022,12,21,CAMBRIDGE ST
222094073,License Plate Related Incidents,HARASSMENT/ CRIMINAL HARASSMENT,B3,2022,12,21,MILLET ST
222094071,Motor Vehicle Accident Response,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2,2022,12,21,SAVIN ST
222094070,Verbal Disputes,INVESTIGATE PROPERTY,C6,2022,12,20,W BROADWAY
222094068,Larceny,LANDLORD - TENANT,A7,2022,11,0,PRINCETON ST
222094067,Other,INVESTIGATE PERSON,C11,2022,12,20,HAMILTON ST
222094066,Medical Assistance,LARCENY SHOPLIFTING,E13,2022,12,20,COLUMBUS AVE
222094065,Motor Vehicle Accident Response,VERBAL DISPUTE,D14,2022,12,20,"FARRINGTON AVE & HARVARD AVE
BRIGHTON  MA 02134
UN"
222094063,Property Lost,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,2022,12,21,"BLUE HILL AVE & MORTON ST
BOSTON  MA 02124
UNITED "
222094061,Medical Assistance,SICK ASSIST,A1,2022,12,19,CAMBRIDGE ST
222094060,Drug Violation,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,2022,12,19,CENTRE ST
222094059,Harassment,INVESTIGATE PERSON,D4,2022,12,20,W NEWTON ST
222094056,Larceny,BALLISTICS EVIDENCE/FOUND,B2,2022,12,20,REGENT ST
222094054,Larceny,INVESTIGATE PROPERTY,C11,2022,12,16,FREEPORT ST
222094053,Fraud,LARCENY THEFT OF BICYCLE,A15,2022,12,16,HOOD PARK DR
222094051,Vandalism,INVESTIGATE PERSON,A1,2022,12,18,WASHINGTON ST
222040040,Vandalism,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,2022,6,13,SUDBURY ST
222094050,Motor Vehicle Accident Response,SICK/INJURED/MEDICAL - PERSON,B2,2022,12,19,FRANCIS ST
222094048,Larceny,INVESTIGATE PERSON,A1,2022,12,19,BOYLSTON ST
222094047,Property Lost,INVESTIGATE PROPERTY,E18,2022,12,19,ELM ST
222094046,Property Found,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,2022,12,12,WASHINGTON STREET
222094045,Medical Assistance,PROPERTY - LOST/ MISSING,A15,2022,12,13,VINE ST
222094044,Harassment,INVESTIGATE PERSON,B2,2022,12,20,DUDLEY ST
222094043,Investigate Person,SICK ASSIST - DRUG RELATED ILLNESS,D4,2022,12,19,NORTHAMPTON ST
222094042,Larceny,TOWED MOTOR VEHICLE,A1,2022,12,19,"FRANKLIN ST & PEARL ST
BOSTON  MA 02110
UNITED STA"
222094041,Warrant Arrests,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,2022,12,19,GENEVA AVE
222094040,Investigate Person,PROPERTY - LOST/ MISSING,E18,2022,11,12,HYDE PARK AVE
222094039,Confidence Games,PROPERTY - LOST/ MISSING,B2,2022,12,19,LINWOOD ST
222094037,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,C6,2022,12,17,W BROADWAY
222094036,Motor Vehicle Accident Response,BALLISTICS EVIDENCE/FOUND,C11,2022,12,19,HANCOCK ST
222094034,Other,AUTO THEFT - LEASED/RENTED VEHICLE,B3,2022,12,8,BLUE HILL AVENUE
222094031,Liquor Violation,LARCENY THEFT FROM BUILDING,E13,2022,12,15,BEETHOVEN ST
222094030,Property Related Damage,LARCENY ALL OTHERS,A15,2022,9,0,VINE ST
222094029,Vandalism,FRAUD - FALSE PRETENSE / SCHEME,C11,2022,12,5,WASHINGTON ST
222094028,Property Lost,VAL - VIOLATION OF AUTO LAW,A1,2022,11,12,FRIEND ST
222094027,Property Lost,M/V ACCIDENT - PERSONAL INJURY,A1,2022,12,18,N WASHINGTON ST
222093050,Robbery,AUTO THEFT,E5,2022,12,9,SCHILLER RD
222094024,Other,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,2022,12,15,"MASSACHUSETTS AVE & MAGAZINE ST
BOSTON  MA 02118
U"
222094023,Fraud,ASSAULT - SIMPLE,E18,2022,12,18,RIVER ST
222094022,Harassment,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13,2022,12,18,W WALNUT PARK
222094021,Residential Burglary,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,2022,12,18,GIBSON ST
222094020,Aggravated Assault,LANDLORD - TENANT,B2,2022,12,18,DUDLEY ST
222094019,Property Found,AUTO THEFT,C11,2022,12,21,GIBSON ST
222094018,Motor Vehicle Accident Response,SICK ASSIST,C6,2022,12,17,E SIXTH ST
222094016,Larceny From Motor Vehicle,ASSAULT - AGGRAVATED,C11,2022,12,0,GIBSON ST
222094015,Investigate Property,ASSAULT - SIMPLE,C11,2022,12,23,WASHINGTON ST
222094014,Investigate Person,M/V ACCIDENT - PROPERTY DAMAGE,B2,2022,12,18,MOUNT PLEASANT TER
222094013,Property Found,SICK ASSIST,D14,2022,12,17,CAMBRIDGE ST
222094012,Property Found,ASSAULT - SIMPLE,B2,2022,12,0,"RUGGLES ST & DEWITT DR
BOSTON  MA 02120
UNITED STA"
222094010,Aggravated Assault,LARCENY ALL OTHERS,B2,2022,12,17,COLUMBIA RD
222094009,Harassment,LARCENY THEFT FROM BUILDING,C6,2022,12,12,COLUMBIA RD
222094008,Motor Vehicle Accident Response,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,2022,12,16,W BROADWAY
222094007,Property Found,INVESTIGATE PERSON,E13,2022,12,17,SOUTH ST
