INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
222094563,1102,Drug Violation,FRAUD - FALSE PRETENSE / SCHEME,D14,778,0,12/6/2022 11:53,2022,12,Tuesday,11,,WASHINGTON ST,42.349056,-71.1504985,"(42.34905600030506, -71.15049849975023)"
222094562,1832,Vandalism,SICK ASSIST - DRUG RELATED ILLNESS,C11, ,0,12/7/2022 15:19,2022,12,Wednesday,15,,GAYLORD ST,42.2983937,-71.07395875,"(42.29839370369846, -71.07395874964875)"
222094560,3115,Simple Assault,INVESTIGATE PERSON,E13, ,0,12/7/2022 14:32,2022,12,Wednesday,14,,WASHINGTON ST,42.31538436,-71.09870021,"(42.31538436307494, -71.09870021376588)"
222094559,3831,Larceny,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,12/7/2022 2:45,2022,12,Wednesday,2,,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482576580488, -71.09137368938802)"
222094557,613,Missing Person Located,LARCENY SHOPLIFTING,D4, ,0,12/6/2022 14:50,2022,12,Tuesday,14,,BOYLSTON ST,42.34862382,-71.08277637,"(42.348623815554966, -71.08277637086411)"
222094556,3201,Motor Vehicle Accident Response,PROPERTY - LOST/ MISSING,A1, ,0,12/7/2022 15:12,2022,12,Wednesday,15,,AVENUE DE LAFAYETTE,42.35370021,-71.0617451,"(42.35370020519564, -71.06174509924531)"
222094553,617,Other,LARCENY THEFT FROM BUILDING,C6, ,0,12/7/2022 14:44,2022,12,Wednesday,14,,MOUNT VERNON ST,42.31893277,-71.04541663,"(42.31893276842131, -71.04541663330788)"
222094552,1831,Drug Violation,SICK ASSIST,A1, ,0,12/7/2022 7:30,2022,12,Wednesday,7,,AVERY ST,42.3532601,-71.06283216,"(42.35326010017588, -71.0628321613318)"
222094550,3831,Harassment,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,12/7/2022 14:58,2022,12,Wednesday,14,,"PARKER ST & WARD ST
ROXBURY  MA 02120
UNITED STATE",42.33477996,-71.09502897,"(42.33477996159578, -71.09502897443411)"
222094549,3001,Investigate Property,DEATH INVESTIGATION,C11, ,0,12/7/2022 14:05,2022,12,Wednesday,14,,HALLET ST,42.28076737,-71.04736497,"(42.2807673693031, -71.04736496825463)"
222094548,619,Property Found,LARCENY ALL OTHERS,D14, ,0,12/7/2022 14:29,2022,12,Wednesday,14,,SOLDIERS FIELD RD,42.35934409,-71.1538978,"(42.35934409004712, -71.15389780173912)"
222094547,3802,Simple Assault,M/V ACCIDENT - PROPERTY DAMAGE,C11,393,0,12/7/2022 14:11,2022,12,Wednesday,14,,"ADAMS ST & WESTGLOW ST
DORCHESTER  MA 02124
UNITED",42.288841,-71.05559904,"(42.28884100025746, -71.05559903792582)"
222094544,2905,Investigate Person,VAL - VIOLATION OF AUTO LAW,D4, ,0,12/7/2022 14:30,2022,12,Wednesday,14,,"HARRISON AVE & E BROOKLINE ST
BOSTON  MA 02118
UNI",42.33829,-71.07097003,"(42.338289998556604, -71.07097003091742)"
222094543,3114,Larceny From Motor Vehicle,INVESTIGATE PROPERTY,C11,349,0,12/7/2022 13:59,2022,12,Wednesday,13,,ADAMS ST,42.30263978,-71.06038376,"(42.30263978179631, -71.06038376124386)"
222094541,3201,Missing Person Located,PROPERTY - LOST/ MISSING,D4, ,0,12/6/2022 13:02,2022,12,Tuesday,13,,HARRISON AVE,42.33954199,-71.06940877,"(42.33954198983014, -71.06940876967543)"
222094539,2647,Verbal Disputes,THREATS TO DO BODILY HARM,C11,355,0,12/4/2022 11:00,2022,12,Sunday,11,,GIBSON ST,42.29755533,-71.0597091,"(42.29755532959655, -71.05970910242573)"
222094537,617,Larceny From Motor Vehicle,LARCENY THEFT FROM BUILDING,B3,465,0,12/6/2022 21:00,2022,12,Tuesday,21,,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482576580488, -71.09137368938802)"
222094534,3126,Larceny,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,D4, ,0,12/7/2022 13:11,2022,12,Wednesday,13,,BOYLSTON ST,42.34862382,-71.08277637,"(42.348623815554966, -71.08277637086411)"
222094464,1402,Aggravated Assault,VANDALISM,C11,240,0,12/6/2022 3:00,2022,12,Tuesday,3,,WILLIS ST,42.31803736,-71.06023595,"(42.318037362520556, -71.06023595005631)"
222094532,1810,Investigate Property,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,433,0,12/7/2022 13:27,2022,12,Wednesday,13,,"NELSON ST & NORFOLK ST
DORCHESTER  MA 02124
UNITED",42.28344097,-71.08331697,"(42.28344096969366, -71.08331697463052)"
222094531,3801,Simple Assault,M/V ACCIDENT - OTHER,C6, ,0,12/7/2022 13:13,2022,12,Wednesday,13,,"C ST & W 1ST ST
BOSTON  MA 02127
UNITED STATES",42.34170998,-71.05011004,"(42.341709978042516, -71.0501100357745)"
222094530,530,Larceny,BREAKING AND ENTERING (B&E) MOTOR VEHICLE,D14,806,0,12/7/2022 11:30,2022,12,Wednesday,11,,"LITCHFIELD ST & WESTERN AVE
BOSTON  MA 02135
UNITE",42.36260999,-71.13970005,"(42.36260999418857, -71.13970004638479)"
222094528,3115,Property Lost,INVESTIGATE PERSON,D4, ,0,12/7/2022 13:04,2022,12,Wednesday,13,,ALBANY ST,42.33520569,-71.07110315,"(42.33520568608693, -71.07110314521104)"
222094527,801,Other,ASSAULT - SIMPLE,B2, ,0,12/7/2022 11:43,2022,12,Wednesday,11,,HUNTINGTON AVE,42.33326323,-71.1084841,"(42.333263230421046, -71.10848410156295)"
222094526,2670,Other,HARASSMENT/ CRIMINAL HARASSMENT,E18,520,0,12/6/2022 15:30,2022,12,Tuesday,15,,HYDE PARK AVE,42.25621592,-71.12401947,"(42.256215920402155, -71.12401947329023)"
222094525,3201,Auto Theft,PROPERTY - LOST/ MISSING,B3,434,0,12/7/2022 13:06,2022,12,Wednesday,13,,STANTON ST,42.28411373,-71.07938717,"(42.28411372922307, -71.07938716907263)"
222094524,3006,Property Lost,SICK/INJURED/MEDICAL - PERSON,D4,624,0,12/6/2022 14:31,2022,12,Tuesday,14,,IPSWICH ST,42.34660366,-71.09497996,"(42.34660365516112, -71.09497995818687)"
222094523,3301,Motor Vehicle Accident Response,VERBAL DISPUTE,B3,444,0,12/7/2022 11:56,2022,12,Wednesday,11,,"BLUE HILL AVE & WALES ST
BOSTON  MA 02121
UNITED S",42.29875003,-71.08677003,"(42.29875002535248, -71.08677002899249)"
222094520,613,Medical Assistance,LARCENY SHOPLIFTING,E13,304,0,12/7/2022 0:00,2022,12,Wednesday,0,,COLUMBUS AVE,42.31771534,-71.09823049,"(42.31771534184127, -71.09823048867534)"
222094519,801,Auto Theft,ASSAULT - SIMPLE,C11, ,0,12/7/2022 10:59,2022,12,Wednesday,10,,PARISH ST,42.30799597,-71.06103882,"(42.30799597125226, -71.06103882073785)"
222094518,3115,Violations,INVESTIGATE PERSON,A15, ,0,12/7/2022 11:48,2022,12,Wednesday,11,,RUTHERFORD AVE,42.37966422,-71.07105902,"(42.3796642246063, -71.07105902094742)"
222094516,617,Larceny From Motor Vehicle,LARCENY THEFT FROM BUILDING,B3,475,0,12/7/2022 9:53,2022,12,Wednesday,9,,CUMMINS HWY,42.27056677,-71.10100994,"(42.27056676699419, -71.10100993765047)"
222094514,3207,Investigate Property,PROPERTY - FOUND,A1, ,0,12/7/2022 0:00,2022,12,Wednesday,0,,SUDBURY ST,0,0,"(0, 0)"
222094513,724,Other,AUTO THEFT,D14,778,0,12/6/2022 20:00,2022,12,Tuesday,20,,WASHINGTON ST,42.349056,-71.1504985,"(42.34905600030506, -71.15049849975023)"
222094512,530,Vandalism,BREAKING AND ENTERING (B&E) MOTOR VEHICLE,C6, ,0,12/7/2022 12:03,2022,12,Wednesday,12,,BUTTONWOOD ST,42.32250351,-71.05587546,"(42.32250351010674, -71.05587545697557)"
222094511,2670,Liquor Violation,HARASSMENT/ CRIMINAL HARASSMENT,A15,41,0,12/7/2022 3:00,2022,12,Wednesday,3,,VINE ST,42.37663167,-71.05593195,"(42.37663166813234, -71.05593195497872)"
222094507,3018,Other,SICK/INJURED/MEDICAL - POLICE,B2,238,0,12/7/2022 0:00,2022,12,Wednesday,0,,QUINCEFIELD ST,42.31873011,-71.06660708,"(42.31873011004297, -71.0666070816355)"
222094506,1831,Property Lost,SICK ASSIST,C6,936,0,12/7/2022 10:48,2022,12,Wednesday,10,,DALESSIO COURT,0,0,"(0, 0)"
222094505,1102,Violations,FRAUD - FALSE PRETENSE / SCHEME,E13,574,0,12/7/2022 11:44,2022,12,Wednesday,11,,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971856767274, -71.10429431787648)"
222094502,3115,Towed,INVESTIGATE PERSON,D4, ,0,12/6/2022 22:03,2022,12,Tuesday,22,,BERKELEY ST,42.3510136,-71.07293513,"(42.35101359529391, -71.07293512728324)"
222094500,2604,Simple Assault,EXTORTION OR BLACKMAIL,A1,77,0,12/6/2022 21:00,2022,12,Tuesday,21,,SUDBURY ST,0,0,"(0, 0)"
222094499,1107,Larceny,FRAUD - IMPERSONATION,B2, ,0,11/10/2022 12:00,2022,11,Thursday,12,,HARRISHOF ST,42.31688133,-71.08874073,"(42.31688133410589, -71.08874072721552)"
222034880,2660,Disorderly Conduct,OTHER OFFENSE,D14, ,0,5/13/2022 14:00,2022,5,Friday,14,,NORTH BEACON STREET,0,0,"(0, 0)"
222094497,619,Property Lost,LARCENY ALL OTHERS,E5,691,0,12/7/2022 11:12,2022,12,Wednesday,11,,CENTRE ST,42.28709355,-71.14822128,"(42.28709355259107, -71.14822128377165)"
222094496,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5, ,0,12/7/2022 10:53,2022,12,Wednesday,10,,BELLEVUE ST,42.27964814,-71.15178479,"(42.27964814450434, -71.15178479392902)"
222094495,617,Medical Assistance,LARCENY THEFT FROM BUILDING,A1, ,0,12/7/2022 10:11,2022,12,Wednesday,10,,DEVONSHIRE ST,42.35708711,-71.05731715,"(42.357087106539296, -71.05731714960544)"
222094494,1109,Motor Vehicle Accident Response,FRAUD - WIRE,A1,77,0,10/6/2022 0:01,2022,10,Thursday,0,,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.361838566564714, -71.05976489094158)"
222094493,3115,Larceny From Motor Vehicle,INVESTIGATE PERSON,D4, ,0,12/7/2022 10:39,2022,12,Wednesday,10,,ALBANY ST,42.33827457,-71.06678677,"(42.338274568141394, -71.06678677332987)"
222094492,3301,Medical Assistance,VERBAL DISPUTE,A1,88,0,12/7/2022 9:51,2022,12,Wednesday,9,,GARDEN COURT ST,42.36436093,-71.05330627,"(42.36436092917681, -71.05330627278923)"
222094491,801,Missing Person Reported,ASSAULT - SIMPLE,E18, ,0,12/7/2022 10:15,2022,12,Wednesday,10,,RIVER ST,42.25050448,-71.13090444,"(42.25050448093107, -71.13090443611031)"
222094490,724,Investigate Property,AUTO THEFT,A7,26,0,12/3/2022 10:00,2022,12,Saturday,10,,BORDER ST,42.37382755,-71.04052459,"(42.373827551621346, -71.04052458543525)"
222094489,3830,Vandalism,M/V - LEAVING SCENE - PERSONAL INJURY,A15, ,0,12/7/2022 10:02,2022,12,Wednesday,10,,"CHELSEA ST & CITY SQ
CHARLESTOWN  MA 02129
UNITED ",42.37180499,-71.06110305,"(42.37180498507164, -71.06110305278467)"
222094488,3501,Larceny,MISSING PERSON,D14,759,0,12/6/2022 7:57,2022,12,Tuesday,7,,PERTHSHIRE RD,42.35360676,-71.16662133,"(42.353606756992846, -71.16662133200478)"
222094487,801,Motor Vehicle Accident Response,ASSAULT - SIMPLE,D4,162,0,12/7/2022 9:40,2022,12,Wednesday,9,,HARRISON AVE,42.34616091,-71.06318142,"(42.346160912670726, -71.06318141609866)"
222094486,3831,Property Related Damage,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,574,0,12/5/2022 16:50,2022,12,Monday,16,,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971856767274, -71.10429431787648)"
222094484,3201,Motor Vehicle Accident Response,PROPERTY - LOST/ MISSING,B2,292,0,12/6/2022 16:00,2022,12,Tuesday,16,,WASHINGTON ST,42.3266651,-71.08749031,"(42.326665103332516, -71.08749031139891)"
222094483,3410,Larceny,TOWED MOTOR VEHICLE,C11, ,0,12/7/2022 10:24,2022,12,Wednesday,10,,GIBSON ST,42.29807163,-71.05771622,"(42.29807162896312, -71.05771621772756)"
222094482,619,Investigate Property,LARCENY ALL OTHERS,B3,418,0,12/7/2022 10:00,2022,12,Wednesday,10,,CAPEN ST,42.28079417,-71.07882205,"(42.28079417076534, -71.07882204669522)"
222094481,540,Property Lost,BURGLARY - COMMERICAL,D4, ,0,12/6/2022 20:30,2022,12,Tuesday,20,,TREMONT ST,42.34440738,-71.07081091,"(42.34440737563691, -71.07081090696109)"
222094480,3830,Investigate Person,M/V - LEAVING SCENE - PERSONAL INJURY,D4, ,0,12/7/2022 6:54,2022,12,Wednesday,6,,HARRISON AVE,42.33954199,-71.06940877,"(42.33954198983014, -71.06940876967543)"
222094479,3115,Fraud,INVESTIGATE PERSON,E18, ,0,12/7/2022 9:46,2022,12,Wednesday,9,,BEECHMONT TER,42.26859961,-71.12579453,"(42.26859961418469, -71.12579452578981)"
222094477,3802,Larceny,M/V ACCIDENT - PROPERTY DAMAGE,B2, ,0,12/7/2022 9:49,2022,12,Wednesday,9,,COLUMBUS AVE,42.32987323,-71.09590774,"(42.32987323128372, -71.09590773905475)"
222094476,3201,Larceny,PROPERTY - LOST/ MISSING,B3,465,0,11/22/2022 12:30,2022,11,Tuesday,12,,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482576580488, -71.09137368938802)"
222094475,2647,Simple Assault,THREATS TO DO BODILY HARM,D4, ,0,12/7/2022 9:42,2022,12,Wednesday,9,,BOYLSTON ST,42.35157076,-71.07186599,"(42.351570755626646, -71.07186599077463)"
222094474,3410,Larceny,TOWED MOTOR VEHICLE,D4,134,0,12/7/2022 8:40,2022,12,Wednesday,8,,NEWBURY ST,42.35118005,-71.07666607,"(42.3511800513938, -71.07666606712363)"
222094473,3106,Simple Assault,PROPERTY - ACCIDENTAL DAMAGE,E13, ,0,12/7/2022 9:26,2022,12,Wednesday,9,,AMORY ST,42.32027226,-71.09932525,"(42.32027226080528, -71.09932524685594)"
222094472,3115,Confidence Games,INVESTIGATE PERSON,C11,352,0,12/7/2022 9:30,2022,12,Wednesday,9,,CHARLES ST,42.29990887,-71.06424768,"(42.29990886676312, -71.06424767816202)"
222094471,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY DAMAGE,E5, ,0,12/7/2022 9:14,2022,12,Wednesday,9,,FAWNDALE RD,42.28906908,-71.12116753,"(42.2890690767622, -71.12116752875393)"
222094470,3114,Simple Assault,INVESTIGATE PROPERTY,D4, ,0,12/7/2022 3:26,2022,12,Wednesday,3,,HARRISON AVE,42.33954199,-71.06940877,"(42.33954198983014, -71.06940876967543)"
222094468,3115,Robbery,INVESTIGATE PERSON,C6,208,0,12/7/2022 8:51,2022,12,Wednesday,8,,SUMMER ST,42.33954644,-71.03552475,"(42.339546440056495, -71.03552474854676)"
222094467,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14, ,0,12/7/2022 9:15,2022,12,Wednesday,9,,GLENVILLE AVE,42.34900457,-71.13649962,"(42.349004572543784, -71.1364996220963)"
222094466,614,Medical Assistance,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,465,0,12/6/2022 0:00,2022,12,Tuesday,0,,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482576580488, -71.09137368938802)"
222094463,3301,Motor Vehicle Accident Response,VERBAL DISPUTE,A7, ,0,12/7/2022 8:46,2022,12,Wednesday,8,,MAVERICK ST,42.36815918,-71.03438535,"(42.368159175279835, -71.03438534506883)"
222094462,1402,Police Service Incidents,VANDALISM,A7, ,0,12/7/2022 7:19,2022,12,Wednesday,7,,WALDEMAR AVE,42.39146297,-71.00134187,"(42.39146297220969, -71.00134187377799)"
222094461,3207,Missing Person Located,PROPERTY - FOUND,A7, ,0,12/7/2022 8:27,2022,12,Wednesday,8,,COTTAGE ST,42.36891444,-71.03399585,"(42.36891444483881, -71.03399584506876)"
222094460,3115,Property Lost,INVESTIGATE PERSON,A1, ,0,12/7/2022 9:00,2022,12,Wednesday,9,,BOYLSTON ST,42.3523119,-71.0637051,"(42.35231189676638, -71.06370510095782)"
222094459,3115,Harassment,INVESTIGATE PERSON,D4, ,0,12/7/2022 8:01,2022,12,Wednesday,8,,RUTLAND SQ & TREMONT ST,42.34094004,-71.07732001,"(42.340940035382225, -71.07732001009151)"
222094458,1102,Motor Vehicle Accident Response,FRAUD - FALSE PRETENSE / SCHEME,E18,520,0,12/1/2022 0:00,2022,12,Thursday,0,,HYDE PARK AVE,42.25621592,-71.12401947,"(42.256215920402155, -71.12401947329023)"
222094456,3831,Simple Assault,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4, ,0,12/7/2022 8:04,2022,12,Wednesday,8,,QUEENSBERRY ST,42.34314406,-71.09589305,"(42.343144062866315, -71.09589304652131)"
222094455,1106,Residential Burglary,FRAUD - CREDIT CARD / ATM FRAUD,C11, ,0,12/7/2022 8:09,2022,12,Wednesday,8,,TRAIN ST,42.29134393,-71.05345564,"(42.2913439297036, -71.05345563743083)"
222094454,3831,Towed,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5, ,0,12/7/2022 7:45,2022,12,Wednesday,7,,"CENTRE ST & LAGRANGE ST
WEST ROXBURY  MA 02132
UNI",42.28067896,-71.15817498,"(42.28067896136711, -71.15817497709395)"
222094453,3201,Simple Assault,PROPERTY - LOST/ MISSING,D4,167,0,12/7/2022 8:55,2022,12,Wednesday,8,,HARRISON AVE,42.33954199,-71.06940877,"(42.33954198983014, -71.06940876967543)"
222094452,3108,Violations,FIRE REPORT,C6, ,0,12/7/2022 8:35,2022,12,Wednesday,8,,MASSACHUSETTS AVE,42.32553801,-71.06579592,"(42.32553800747192, -71.06579591901075)"
222094449,3114,Harassment,INVESTIGATE PROPERTY,D4,149,0,12/7/2022 7:45,2022,12,Wednesday,7,,HOLYOKE ST,42.34485353,-71.07803266,"(42.3448535334698, -71.0780326592054)"
222094447,801,Property Lost,ASSAULT - SIMPLE,B2, ,0,12/7/2022 7:37,2022,12,Wednesday,7,,HOMESTEAD ST,42.31342215,-71.09348975,"(42.313422148134755, -71.09348975204591)"
222094446,3830,Violations,M/V - LEAVING SCENE - PERSONAL INJURY,B3, ,0,12/7/2022 8:26,2022,12,Wednesday,8,,"BLUE HILL AVE & AMERICAN LEGION HWY
DORCHESTER  MA",42.29810697,-71.087054,"(42.29810697122472, -71.08705400032727)"
222094445,3115,Larceny,INVESTIGATE PERSON,B2,318,0,12/7/2022 8:15,2022,12,Wednesday,8,,HOMESTEAD ST,42.31127726,-71.08909334,"(42.31127725586286, -71.08909334113278)"
222094444,2670,Motor Vehicle Accident Response,HARASSMENT/ CRIMINAL HARASSMENT,E18,520,0,9/8/2022 7:41,2022,9,Thursday,7,,HYDE PARK AVE,42.25621592,-71.12401947,"(42.256215920402155, -71.12401947329023)"
222094442,3410,Drug Violation,TOWED MOTOR VEHICLE,D4, ,0,12/7/2022 7:49,2022,12,Wednesday,7,,E DEDHAM ST,42.33822821,-71.06836053,"(42.33822820631611, -71.0683605311761)"
222094441,3201,Medical Assistance,PROPERTY - LOST/ MISSING,B2, ,0,12/6/2022 20:53,2022,12,Tuesday,20,,BLUE HILL AVE,42.31385824,-71.07929233,"(42.31385823782417, -71.07929233062023)"
222094440,423,Fraud,ASSAULT - AGGRAVATED,B3,417,0,12/7/2022 7:46,2022,12,Wednesday,7,,ROCKWELL ST,42.28339069,-71.07388628,"(42.28339069344123, -71.0738862780023)"
222094439,801,Larceny,ASSAULT - SIMPLE,D4,270,0,12/5/2022 15:18,2022,12,Monday,15,,HARRISON AVE,42.33455374,-71.07560801,"(42.33455373593907, -71.07560801275244)"
222094438,3115,Harassment,INVESTIGATE PERSON,E18, ,0,12/7/2022 7:24,2022,12,Wednesday,7,,HYDE PARK AVE,42.27378858,-71.12006473,"(42.27378858159458, -71.12006473086909)"
222094437,3803,Police Service Incidents,M/V ACCIDENT - PERSONAL INJURY,B2, ,0,12/7/2022 7:26,2022,12,Wednesday,7,,"MELNEA CASS BLVD & HAMPDEN ST
ROXBURY  MA 02119
UN",42.33117802,-71.07482102,"(42.33117802433381, -71.07482102241434)"
222094436,3410,Investigate Person,TOWED MOTOR VEHICLE,C11,335,0,12/7/2022 6:34,2022,12,Wednesday,6,,COLEMAN ST,42.30776342,-71.06683062,"(42.307763418953485, -71.06683061839769)"
222094435,3803,Verbal Disputes,M/V ACCIDENT - PERSONAL INJURY,B3,444,0,12/7/2022 6:45,2022,12,Wednesday,6,,"HARVARD ST & GLEASON ST
BOSTON  MA 02124
UNITED ST",42.29630996,-71.08132995,"(42.296309961372046, -71.08132995112237)"
222094434,3115,Investigate Property,INVESTIGATE PERSON,B2, ,0,12/7/2022 6:16,2022,12,Wednesday,6,,HORADAN WAY,42.33426518,-71.09822171,"(42.33426517726525, -71.09822170820013)"
222094432,3114,Towed,INVESTIGATE PROPERTY,E18,520,0,11/5/2022 22:00,2022,11,Saturday,22,,HYDE PARK AVE,42.25621592,-71.12401947,"(42.256215920402155, -71.12401947329023)"
222094431,614,Vandalism,LARCENY THEFT FROM MV - NON-ACCESSORY,C11, ,0,12/6/2022 18:00,2022,12,Tuesday,18,,HOWES ST,42.3179254,-71.05784812,"(42.31792539653987, -71.05784811842479)"
222094430,3503,Larceny,MISSING PERSON - NOT REPORTED - LOCATED,A7,15,0,12/7/2022 5:55,2022,12,Wednesday,5,,NEPTUNE CIR,42.38067032,-71.018408,"(42.38067031755967, -71.01840799686521)"
222094429,540,Motor Vehicle Accident Response,BURGLARY - COMMERICAL,B3,406,0,12/7/2022 6:21,2022,12,Wednesday,6,,RIVER ST,42.27130225,-71.07442362,"(42.27130225372019, -71.07442361965835)"
222094428,3007,Larceny,SUDDEN DEATH,E5, ,0,12/7/2022 4:37,2022,12,Wednesday,4,,BRADFIELD AVE,42.28912715,-71.13934739,"(42.28912715467974, -71.13934738903345)"
222094427,1831,Towed,SICK ASSIST,D4, ,0,12/7/2022 5:37,2022,12,Wednesday,5,,"BOYLSTON ST & MASSACHUSETTS AVE
BOSTON  MA 02115
U",42.34728996,-71.08773003,"(42.347289961576735, -71.08773003205229)"
222094425,3108,Fraud,FIRE REPORT,E18, ,0,12/7/2022 4:50,2022,12,Wednesday,4,,PROVIDENCE ST,42.26955726,-71.12179039,"(42.269557262794635, -71.12179039180216)"
222094424,3006,Larceny,SICK/INJURED/MEDICAL - PERSON,A1,103,0,12/7/2022 5:17,2022,12,Wednesday,5,,SCHOOL ST,42.35788876,-71.06010047,"(42.357888757786036, -71.06010046546702)"
222094420,1402,Auto Theft,VANDALISM,B3,466,0,12/7/2022 0:00,2022,12,Wednesday,0,,ORMOND ST,42.28295116,-71.09377542,"(42.28295116187061, -71.09377541662425)"
222094419,1831,Larceny,SICK ASSIST,E5, ,0,12/7/2022 1:27,2022,12,Wednesday,1,,DENT ST,42.28295084,-71.16286564,"(42.28295083732574, -71.1628656369687)"
222094418,3503,Towed,MISSING PERSON - NOT REPORTED - LOCATED,C11, ,0,12/7/2022 0:04,2022,12,Wednesday,0,,CENTRE ST,42.29487474,-71.05742148,"(42.29487474366853, -71.05742148001201)"
222094417,3410,Investigate Person,TOWED MOTOR VEHICLE,D4, ,0,12/7/2022 1:36,2022,12,Wednesday,1,,SHAWMUT AVE,42.33983658,-71.07427557,"(42.33983658226924, -71.07427557176592)"
222094415,3301,Investigate Property,VERBAL DISPUTE,C6,206,0,12/7/2022 0:45,2022,12,Wednesday,0,,CONGRESS ST,42.350276,-71.04833731,"(42.35027600446046, -71.04833730664767)"
222094414,1832,Towed,SICK ASSIST - DRUG RELATED ILLNESS,E13, ,0,12/7/2022 0:43,2022,12,Wednesday,0,,HEATH ST,42.32624204,-71.10317575,"(42.32624203616944, -71.10317574747674)"
222094413,3301,Towed,VERBAL DISPUTE,B2, ,0,12/6/2022 23:50,2022,12,Tuesday,23,,HUMPHREYS ST,42.31949081,-71.06627425,"(42.31949080611997, -71.06627424917522)"
222094407,3111,Investigate Person,LICENSE PREMISE VIOLATION,D4, ,0,12/6/2022 23:16,2022,12,Tuesday,23,,SAINT JAMES AVE,42.34947586,-71.0764015,"(42.34947585701251, -71.07640149637847)"
222094406,3115,Vandalism,INVESTIGATE PERSON,E5,550,0,12/6/2022 2:45,2022,12,Tuesday,2,,BLUE LEDGE DR,42.27348212,-71.13779498,"(42.273482123675294, -71.13779497509707)"
222094403,1810,Vandalism,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2, ,0,12/6/2022 22:47,2022,12,Tuesday,22,,MELINA CASS BLVD AND HARRISON AVENUE,0,0,"(0, 0)"
222094402,3114,Violations,INVESTIGATE PROPERTY,D4, ,0,12/6/2022 23:16,2022,12,Tuesday,23,,SAINT JAMES AVE,42.34947586,-71.0764015,"(42.34947585701251, -71.07640149637847)"
222094401,3114,Towed,INVESTIGATE PROPERTY,C11,364,0,12/6/2022 23:10,2022,12,Tuesday,23,,CENTRE COURT,0,0,"(0, 0)"
222094400,1831,Vandalism,SICK ASSIST,B3,476,0,12/6/2022 22:56,2022,12,Tuesday,22,,REXFORD ST,42.26984836,-71.09532394,"(42.269848356212, -71.09532393869812)"
222094399,3207,Larceny,PROPERTY - FOUND,C6,186,0,12/6/2022 23:00,2022,12,Tuesday,23,,ALLSTATE RD,42.32809966,-71.06321676,"(42.32809966041151, -71.06321676048991)"
222094397,3410,Vandalism,TOWED MOTOR VEHICLE,C11, ,0,12/6/2022 21:48,2022,12,Tuesday,21,,TRAIN ST,42.29532845,-71.05522499,"(42.29532844588537, -71.05522498859644)"
222094396,3006,Commercial Burglary,SICK/INJURED/MEDICAL - PERSON,D4, ,0,12/6/2022 22:21,2022,12,Tuesday,22,,"WASHINGTON ST & WORCESTER SQ
BOSTON  MA 02118
UNIT",42.33745,-71.07567006,"(42.33745000190589, -71.07567005901498)"
222094394,3301,Other,VERBAL DISPUTE,A7, ,0,12/6/2022 22:10,2022,12,Tuesday,22,,MAVERICK ST,42.36726793,-71.03232791,"(42.367267929894396, -71.03232791249458)"
